id,start_date,end_date,created_by,updated_by,buyer_site_id,vds_rltn_id,description
20,15/05/2022,27/04/2022,476,486,38,375,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt."
21,29/05/2022,14/02/2022,405,478,664,60,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
22,26/07/2021,31/08/2021,352,571,683,426,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
23,28/11/2021,26/05/2022,208,650,539,260,Proin at turpis a pede posuere nonummy. Integer non velit.
24,23/07/2021,17/11/2021,447,591,37,554,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
25,01/03/2022,20/03/2022,578,266,857,975,Nulla facilisi.
26,11/10/2021,22/06/2021,239,162,923,546,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
27,10/07/2021,20/09/2021,163,663,491,555,Donec ut mauris eget massa tempor convallis.
28,01/01/2022,17/07/2021,441,712,927,472,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti."
29,17/05/2022,28/02/2022,443,381,584,292,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
30,14/05/2022,10/11/2021,496,981,559,364,Sed accumsan felis.
31,02/04/2022,07/07/2021,309,703,970,541,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
32,02/03/2022,15/06/2021,60,632,943,946,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
33,05/06/2022,13/05/2022,819,561,656,256,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
34,22/02/2022,07/10/2021,461,995,167,718,Cras pellentesque volutpat dui.
35,20/04/2022,30/12/2021,776,82,303,137,Sed ante. Vivamus tortor. Duis mattis egestas metus.
36,09/03/2022,30/12/2021,270,732,686,783,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis."
37,25/06/2021,22/02/2022,588,351,828,784,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
38,11/09/2021,29/06/2021,390,843,779,302,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
39,24/07/2021,20/05/2022,106,718,145,357,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
40,10/06/2022,12/11/2021,544,686,578,309,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
41,12/03/2022,07/10/2021,219,500,221,714,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
42,25/05/2022,29/01/2022,44,257,576,681,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
43,24/09/2021,11/06/2022,195,660,511,501,Vivamus in felis eu sapien cursus vestibulum.
44,01/08/2021,15/07/2021,35,526,134,198,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
45,17/04/2022,09/10/2021,475,301,4,492,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
46,23/01/2022,06/11/2021,598,859,349,444,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
47,14/07/2021,09/11/2021,755,200,743,218,Vivamus in felis eu sapien cursus vestibulum.
48,16/04/2022,26/03/2022,900,534,435,234,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
49,24/04/2022,25/03/2022,183,336,359,398,Sed accumsan felis. Ut at dolor quis odio consequat varius.
50,31/05/2022,22/09/2021,936,811,793,966,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
51,23/12/2021,16/01/2022,276,638,535,11,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
52,22/07/2021,22/01/2022,856,936,534,385,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
53,13/08/2021,24/07/2021,904,842,546,216,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
54,28/06/2021,15/01/2022,739,901,448,178,Phasellus in felis. Donec semper sapien a libero. Nam dui.
55,19/06/2021,19/12/2021,29,691,827,448,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
56,10/06/2022,18/04/2022,139,896,13,343,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
57,27/07/2021,28/06/2021,560,216,450,59,Ut at dolor quis odio consequat varius. Integer ac leo.
58,08/10/2021,03/12/2021,626,146,114,94,Nulla suscipit ligula in lacus.
59,29/01/2022,27/01/2022,190,455,124,716,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum."
60,11/01/2022,20/02/2022,9,542,153,6,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti."
61,26/06/2021,09/09/2021,506,786,326,669,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
62,07/07/2021,29/08/2021,286,450,859,454,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
63,16/07/2021,26/09/2021,296,322,309,181,Praesent blandit lacinia erat.
64,29/08/2021,30/01/2022,449,83,426,117,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
65,20/06/2021,12/09/2021,241,221,413,52,Aliquam erat volutpat. In congue. Etiam justo.
66,09/11/2021,21/12/2021,756,742,110,940,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
67,13/05/2022,27/06/2021,289,839,336,62,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
68,05/04/2022,17/04/2022,581,435,995,528,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
69,18/02/2022,18/10/2021,497,935,410,421,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
70,15/06/2021,07/09/2021,699,451,384,95,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
71,06/05/2022,05/08/2021,39,239,40,215,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
72,02/02/2022,31/08/2021,48,274,269,445,Nulla tellus. In sagittis dui vel nisl.
73,02/11/2021,31/05/2022,816,375,249,386,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
74,21/11/2021,23/07/2021,580,48,438,230,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
75,26/09/2021,17/04/2022,301,814,317,183,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
76,16/11/2021,27/11/2021,478,480,712,907,Aenean lectus.
77,21/04/2022,06/07/2021,306,242,836,388,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
78,17/05/2022,10/06/2022,798,395,750,548,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
79,26/09/2021,25/03/2022,914,3,294,310,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
80,31/10/2021,12/07/2021,587,289,627,441,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
81,07/11/2021,07/09/2021,981,618,30,804,Etiam pretium iaculis justo. In hac habitasse platea dictumst.
82,16/06/2021,09/03/2022,137,472,773,748,Integer ac neque. Duis bibendum.
83,11/08/2021,10/03/2022,962,307,226,646,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
84,03/04/2022,17/07/2021,266,829,11,331,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
85,09/09/2021,17/06/2021,804,648,529,270,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
86,15/04/2022,21/12/2021,551,222,362,278,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
87,21/05/2022,15/01/2022,621,411,978,458,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.
88,25/03/2022,15/07/2021,418,611,475,929,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis."
89,08/07/2021,01/02/2022,115,693,628,566,Morbi ut odio.
90,01/03/2022,08/10/2021,134,824,672,36,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
91,18/03/2022,05/03/2022,842,390,782,702,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
92,16/01/2022,27/09/2021,575,879,749,25,Vivamus tortor. Duis mattis egestas metus.
93,10/06/2022,01/06/2022,290,129,552,896,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst."
94,01/07/2021,15/11/2021,38,132,96,763,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
95,26/02/2022,25/10/2021,436,196,289,89,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
96,17/11/2021,23/02/2022,129,741,526,573,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
97,30/05/2022,21/05/2022,853,783,937,851,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
98,12/12/2021,27/03/2022,615,510,5,797,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
99,26/12/2021,18/02/2022,325,413,285,751,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
100,19/06/2021,26/12/2021,752,684,77,817,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
101,15/09/2021,14/04/2022,760,722,768,289,Morbi porttitor lorem id ligula.
102,15/01/2022,17/01/2022,205,664,555,801,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
103,25/04/2022,26/07/2021,437,85,45,210,Nullam molestie nibh in lectus. Pellentesque at nulla.
104,16/02/2022,27/11/2021,683,651,92,484,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.
105,02/12/2021,21/12/2021,101,123,213,481,Etiam faucibus cursus urna. Ut tellus.
106,08/12/2021,11/02/2022,218,972,393,190,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
107,26/11/2021,17/04/2022,928,746,381,865,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
108,04/11/2021,16/05/2022,172,646,732,924,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
109,02/05/2022,05/04/2022,58,115,528,118,Nunc nisl.
110,07/02/2022,23/05/2022,765,218,515,356,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
111,09/06/2022,23/05/2022,350,438,751,420,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
112,13/04/2022,31/01/2022,678,758,139,543,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
113,07/07/2021,15/04/2022,498,499,794,807,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
114,28/01/2022,15/02/2022,215,497,239,826,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
115,04/04/2022,08/11/2021,782,639,275,44,Etiam justo.
116,27/11/2021,21/01/2022,546,752,399,184,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
117,03/05/2022,09/03/2022,701,893,377,557,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
118,19/08/2021,19/08/2021,909,521,825,349,In eleifend quam a odio.
119,26/12/2021,19/09/2021,19,548,714,500,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
120,26/05/2022,15/05/2022,645,319,43,639,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
121,09/06/2022,12/02/2022,372,270,501,30,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
122,06/06/2022,06/06/2022,427,15,329,65,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
123,20/11/2021,23/12/2021,553,426,708,864,In quis justo. Maecenas rhoncus aliquam lacus.
124,15/08/2021,06/05/2022,774,206,369,171,Proin eu mi. Nulla ac enim.
125,29/06/2021,13/08/2021,742,424,112,387,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
126,26/05/2022,09/10/2021,322,838,355,564,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
127,25/05/2022,01/02/2022,189,271,137,435,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla."
128,18/02/2022,24/08/2021,47,996,129,366,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
129,28/05/2022,11/07/2021,261,281,635,223,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
130,23/04/2022,26/09/2021,73,908,985,129,Nunc purus. Phasellus in felis.
131,16/09/2021,03/12/2021,870,437,163,767,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
132,22/10/2021,02/11/2021,509,804,642,770,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
133,15/10/2021,28/08/2021,36,282,389,45,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
134,23/11/2021,24/03/2022,908,18,692,886,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
135,23/04/2022,01/01/2022,759,93,925,298,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
136,10/07/2021,19/12/2021,455,778,876,306,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
137,11/06/2022,04/06/2022,990,864,238,820,Etiam pretium iaculis justo. In hac habitasse platea dictumst.
138,19/05/2022,29/03/2022,279,584,208,536,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
139,28/09/2021,23/02/2022,234,569,866,749,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
140,07/11/2021,19/08/2021,212,285,166,128,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
141,10/12/2021,27/10/2021,146,393,387,610,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
142,19/12/2021,26/05/2022,265,169,624,798,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
143,28/07/2021,01/07/2021,744,721,156,914,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
144,24/03/2022,20/10/2021,741,128,625,570,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
145,30/04/2022,18/11/2021,691,971,333,328,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
146,29/08/2021,28/09/2021,22,933,360,678,Integer ac leo. Pellentesque ultrices mattis odio.
147,20/06/2021,12/11/2021,805,800,557,643,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
148,30/06/2021,15/07/2021,381,954,897,286,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
149,13/07/2021,05/04/2022,393,334,489,727,Nulla ut erat id mauris vulputate elementum. Nullam varius.
150,23/01/2022,16/06/2021,956,766,872,51,Nulla ac enim.
151,18/10/2021,22/12/2021,221,953,229,985,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
152,27/09/2021,20/12/2021,157,265,365,867,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
153,17/06/2021,31/10/2021,413,871,99,489,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
154,26/03/2022,18/06/2021,530,641,93,819,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
155,02/10/2021,05/08/2021,209,189,203,371,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
156,16/03/2022,28/03/2022,846,305,754,115,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
157,19/06/2021,21/10/2021,459,990,881,200,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
158,26/10/2021,29/06/2021,164,533,986,410,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
159,09/02/2022,07/07/2021,781,191,88,450,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
160,19/11/2021,24/05/2022,979,463,888,207,Integer non velit.
161,24/10/2021,07/09/2021,702,642,192,506,Cras pellentesque volutpat dui.
162,21/10/2021,01/01/2022,657,528,560,668,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
163,06/08/2021,04/04/2022,525,425,939,585,Sed accumsan felis. Ut at dolor quis odio consequat varius.
164,29/08/2021,16/12/2021,828,372,525,921,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
165,21/02/2022,10/01/2022,225,405,669,97,Integer a nibh.
166,09/08/2021,21/04/2022,997,872,266,139,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
167,19/11/2021,18/06/2021,66,939,577,176,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
168,25/09/2021,13/11/2021,462,834,409,142,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
169,22/05/2022,25/03/2022,738,992,243,480,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
170,26/12/2021,08/12/2021,260,152,697,988,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.
171,02/12/2021,19/08/2021,401,789,314,980,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
