id,user_id,description,start_date,end_date,created_by,updated_by,vendor_table_ref_id,buyer_site_table_ref_id,dealer_site_table_ref_id
23,657,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",28/12/2021,09/10/2021,887,18,23,23,23
24,597,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",21/08/2021,05/12/2021,983,817,24,24,24
25,111,Cras pellentesque volutpat dui.,23/06/2021,13/04/2022,257,628,25,25,25
26,542,Duis ac nibh.,06/11/2021,18/03/2022,194,761,26,26,26
27,106,Etiam faucibus cursus urna. Ut tellus.,10/11/2021,27/10/2021,659,648,27,27,27
28,666,Pellentesque ultrices mattis odio.,08/11/2021,08/11/2021,168,442,28,28,28
29,356,Aenean lectus.,01/06/2022,28/11/2021,350,487,29,29,29
30,502,Etiam justo. Etiam pretium iaculis justo.,27/07/2021,25/05/2022,609,824,30,30,30
31,642,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",08/07/2021,06/01/2022,676,210,31,31,31
32,198,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",20/08/2021,21/08/2021,626,400,32,32,32
33,444,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",22/05/2022,25/10/2021,577,876,33,33,33
34,667,Nullam varius.,22/04/2022,18/11/2021,487,179,34,34,34
35,998,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",10/01/2022,20/07/2021,19,200,35,35,35
36,623,Morbi a ipsum.,27/02/2022,19/11/2021,567,785,36,36,36
37,454,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",26/10/2021,23/09/2021,808,613,37,37,37
38,408,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,16/04/2022,13/03/2022,600,360,38,38,38
39,813,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",24/04/2022,07/06/2022,975,40,39,39,39
40,159,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",22/02/2022,04/09/2021,589,197,40,40,40
41,33,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",22/11/2021,09/03/2022,188,89,41,41,41
42,772,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",11/11/2021,03/04/2022,140,288,42,42,42
43,61,Nulla mollis molestie lorem.,18/08/2021,24/03/2022,95,851,43,43,43
44,709,Praesent lectus.,26/11/2021,09/04/2022,815,869,44,44,44
45,11,Donec quis orci eget orci vehicula condimentum.,14/10/2021,01/07/2021,262,419,45,45,45
46,392,In eleifend quam a odio. In hac habitasse platea dictumst.,29/09/2021,03/09/2021,359,678,46,46,46
47,718,Proin risus. Praesent lectus.,09/08/2021,20/07/2021,893,32,47,47,47
48,312,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",16/01/2022,15/08/2021,547,505,48,48,48
49,201,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",16/05/2022,16/09/2021,36,4,49,49,49
50,276,Phasellus in felis. Donec semper sapien a libero.,26/10/2021,24/04/2022,546,735,50,50,50
51,325,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",15/08/2021,22/08/2021,345,104,51,51,51
52,919,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,15/11/2021,14/06/2021,721,855,52,52,52
53,877,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",20/01/2022,25/09/2021,129,973,53,53,53
54,738,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,26/07/2021,13/05/2022,598,117,54,54,54
55,424,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",28/03/2022,11/04/2022,540,416,55,55,55
56,679,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",22/09/2021,12/08/2021,584,754,56,56,56
57,466,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",27/06/2021,19/06/2021,139,405,57,57,57
58,149,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",24/08/2021,22/10/2021,468,647,58,58,58
59,926,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",20/10/2021,05/10/2021,874,537,59,59,59
60,245,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",21/08/2021,29/03/2022,667,186,60,60,60
61,472,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",11/12/2021,05/12/2021,819,663,61,61,61
62,227,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",28/07/2021,23/10/2021,578,20,62,62,62
63,50,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",12/09/2021,29/08/2021,796,74,63,63,63
64,128,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",19/09/2021,18/12/2021,571,624,64,64,64
65,38,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",08/10/2021,01/10/2021,317,438,65,65,65
66,760,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,25/04/2022,10/06/2022,352,44,66,66,66
67,80,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,01/12/2021,24/11/2021,404,13,67,67,67
68,213,Nulla tempus.,05/03/2022,15/05/2022,682,601,68,68,68
69,368,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,24/02/2022,08/05/2022,23,69,69,69,69
70,802,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",27/06/2021,22/03/2022,51,485,70,70,70
71,747,Integer ac neque. Duis bibendum.,08/06/2022,26/11/2021,298,424,71,71,71
72,512,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",15/03/2022,14/03/2022,75,376,72,72,72
73,27,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,30/06/2021,28/01/2022,454,684,73,73,73
74,479,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",31/05/2022,22/11/2021,280,446,74,74,74
75,109,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",12/10/2021,11/04/2022,792,742,75,75,75
76,224,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",17/05/2022,02/07/2021,636,435,76,76,76
77,634,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,22/01/2022,17/08/2021,788,187,77,77,77
78,173,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,06/07/2021,03/04/2022,165,834,78,78,78
79,341,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",05/08/2021,28/12/2021,593,945,79,79,79
80,203,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",23/01/2022,10/05/2022,14,173,80,80,80
81,336,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,20/09/2021,13/12/2021,881,459,81,81,81
82,583,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,02/03/2022,22/01/2022,218,305,82,82,82
83,867,Morbi a ipsum. Integer a nibh. In quis justo.,25/05/2022,09/01/2022,952,364,83,83,83
84,917,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,12/11/2021,29/07/2021,720,974,84,84,84
85,184,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,08/03/2022,24/06/2021,306,304,85,85,85
86,602,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",12/09/2021,25/04/2022,83,675,86,86,86
87,60,Donec dapibus.,08/05/2022,25/09/2021,880,986,87,87,87
88,137,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,14/12/2021,04/06/2022,93,319,88,88,88
89,384,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",16/02/2022,26/02/2022,844,637,89,89,89
90,385,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",24/07/2021,17/03/2022,304,538,90,90,90
91,166,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,15/12/2021,30/07/2021,282,100,91,91,91
92,468,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,16/01/2022,21/12/2021,776,428,92,92,92
93,858,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",19/09/2021,28/12/2021,764,302,93,93,93
94,104,Nam nulla.,07/08/2021,23/03/2022,842,75,94,94,94
95,266,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",26/01/2022,11/08/2021,192,293,95,95,95
96,68,Nunc rhoncus dui vel sem. Sed sagittis.,24/05/2022,05/11/2021,251,705,96,96,96
97,228,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,06/09/2021,02/06/2022,963,723,97,97,97
98,110,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",23/12/2021,17/06/2021,376,336,98,98,98
99,829,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,24/09/2021,17/10/2021,442,541,99,99,99
100,818,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",30/07/2021,07/06/2022,400,240,100,100,100
101,156,Etiam vel augue.,25/06/2021,03/10/2021,978,450,101,101,101
102,655,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",26/05/2022,11/03/2022,387,932,102,102,102
103,480,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",11/03/2022,05/10/2021,938,889,103,103,103
104,539,Suspendisse potenti.,31/03/2022,23/03/2022,244,820,104,104,104
105,603,Etiam vel augue.,21/11/2021,19/09/2021,7,913,105,105,105
106,876,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",17/10/2021,06/10/2021,383,953,106,106,106
107,627,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",06/04/2022,07/01/2022,474,329,107,107,107
108,223,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,26/02/2022,21/03/2022,698,866,108,108,108
109,571,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,27/12/2021,18/03/2022,739,392,109,109,109
110,214,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,01/05/2022,03/06/2022,268,83,110,110,110
111,769,Vestibulum rutrum rutrum neque.,09/06/2022,05/07/2021,926,741,111,111,111
112,918,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",19/01/2022,02/01/2022,507,338,112,112,112
113,306,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",25/05/2022,29/12/2021,384,315,113,113,113
114,65,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,03/09/2021,13/10/2021,860,312,114,114,114
115,938,Ut tellus.,02/04/2022,14/11/2021,71,588,115,115,115
116,438,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",21/05/2022,05/06/2022,510,383,116,116,116
117,700,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,07/02/2022,23/10/2021,523,57,117,117,117
118,830,Suspendisse ornare consequat lectus.,30/08/2021,18/01/2022,967,73,118,118,118
119,297,Praesent blandit.,27/04/2022,01/10/2021,412,942,119,119,119
120,457,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,10/09/2021,17/02/2022,498,536,120,120,120
121,448,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",21/04/2022,19/09/2021,750,883,121,121,121
122,764,Phasellus in felis. Donec semper sapien a libero.,13/07/2021,21/05/2022,254,449,122,122,122
123,515,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",18/02/2022,12/05/2022,409,812,123,123,123
124,812,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",11/03/2022,14/04/2022,736,77,124,124,124
125,362,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",07/08/2021,25/05/2022,88,168,125,125,125
126,746,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,07/11/2021,04/06/2022,92,880,126,126,126
127,236,Morbi a ipsum. Integer a nibh.,10/01/2022,22/07/2021,67,393,127,127,127
128,986,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,11/03/2022,17/06/2021,583,320,128,128,128
129,311,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",17/12/2021,07/12/2021,878,706,129,129,129
130,588,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,25/01/2022,27/03/2022,10,651,130,130,130
131,339,Donec dapibus.,23/07/2021,29/04/2022,869,218,131,131,131
132,410,Nulla ac enim.,23/05/2022,01/08/2021,683,471,132,132,132
133,891,In hac habitasse platea dictumst.,14/09/2021,04/12/2021,781,874,133,133,133
134,821,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,01/10/2021,06/02/2022,802,638,134,134,134
135,387,Phasellus id sapien in sapien iaculis congue.,25/12/2021,01/07/2021,41,140,135,135,135
136,243,Morbi non quam nec dui luctus rutrum.,13/07/2021,08/03/2022,239,151,136,136,136
137,29,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",27/05/2022,27/10/2021,937,677,137,137,137
138,524,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",24/03/2022,19/09/2021,401,769,138,138,138
139,716,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",27/07/2021,11/01/2022,293,921,139,139,139
140,661,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",19/07/2021,25/01/2022,634,744,140,140,140
141,685,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",25/04/2022,14/10/2021,358,119,141,141,141
142,835,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",14/12/2021,09/04/2022,696,389,142,142,142
143,600,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,22/06/2021,06/06/2022,229,554,143,143,143
144,807,Vestibulum rutrum rutrum neque.,19/11/2021,30/10/2021,920,885,144,144,144
145,646,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",24/02/2022,08/01/2022,375,796,145,145,145
146,749,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,24/06/2021,04/10/2021,91,225,146,146,146
147,439,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,19/06/2021,01/05/2022,735,414,147,147,147
148,423,Nulla mollis molestie lorem.,12/05/2022,03/05/2022,357,893,148,148,148
149,15,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,31/05/2022,11/03/2022,674,370,149,149,149
150,302,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,02/09/2021,28/12/2021,435,832,150,150,150
151,277,Pellentesque ultrices mattis odio.,08/05/2022,12/03/2022,372,776,151,151,151
152,525,Sed accumsan felis. Ut at dolor quis odio consequat varius.,30/07/2021,16/10/2021,811,790,152,152,152
153,14,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",23/01/2022,24/04/2022,73,22,153,153,153
154,699,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",25/10/2021,20/07/2021,934,335,154,154,154
155,751,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",22/04/2022,25/10/2021,758,310,155,155,155
156,961,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",19/03/2022,17/05/2022,752,517,156,156,156
157,950,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",19/10/2021,07/03/2022,393,70,157,157,157
158,727,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,16/08/2021,14/04/2022,984,363,158,158,158
159,920,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,08/06/2022,03/07/2021,863,646,159,159,159
160,952,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,29/03/2022,28/04/2022,452,417,160,160,160
161,538,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",06/03/2022,31/08/2021,594,901,161,161,161
162,31,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",05/07/2021,17/08/2021,542,331,162,162,162
